,State,District,City,Temple,Change
631,Karnataka, Bijapur , Bijapur ,ChhoTã Masjid on way to Mangoli Gate,
632,Karnataka, Bijapur , Bijapur ,Khwãja Sambal-kî-Masjid (1522-13),
633,Karnataka, Bijapur , Bijapur ,Makka Masjid,
634,Karnataka, Bijapur , Bijapur ,AnDû Masjid,
635,Karnataka, Bijapur , Bijapur ,Zangîrî Masjid,
636,Karnataka, Bijapur , Bijapur ,Bukhãrã Masjid (1536-37),
637,Karnataka, Bijapur , Bijapur ,Dakhînî Idgah (1538-39),
638,Karnataka, Bijapur , Bijapur ,Masjid and Rauza of Ibrãhîm II Adil Shãh (1626),
639,Karnataka, Bijapur , Bijapur ,Gol Gumbaz or the Rauza of Muhammad Adil Shãh,
640,Karnataka, Bijapur , Bijapur ,JoD-Gumbad,
641,Karnataka, Bijapur , Bijapur ,Nau-Gumbad,
642,Karnataka, Bijapur , Bijapur ,Dargãh of Shãh Mûsã Qãdiri,
643,Karnataka, Bijapur , Bijapur ,Gagan Mahal,
644,Karnataka, Bijapur , Bijapur ,Mihtar Mahal,
645,Karnataka, Bijapur , Bijapur ,Asar Mahal,
646,Karnataka, Bijapur , Bijapur ,Anand Mahal and Masjid (1495),
647,Karnataka, Bijapur , Bijapur ,Sãt Manzil,
648,Karnataka, Bijapur , Bijapur ,Ãrk or citadel,
649,Karnataka, Bijapur , Bijapur ,Mazãr of Pîr Ma‘barî Khandãyat,
650,Karnataka, Bijapur , Bijapur ,Mazãr of Pîr Jumnã,
651,Karnataka, Bijapur , Bijapur ,Dargãh of Shãh Mîrãnji Shamsu’l-Haq Chishtî on Shahpur Hill,
652,Karnataka, Bijapur , Hadginhali,Dargãh, Temple materials used.
653,Karnataka, Bijapur , Horti,Masjid, Temple materials used.
654,Karnataka, Bijapur , Inglesvara,Muhiu’d-Dîn Sãhib-kî-Masjid, Munipã Samãdhi materials used.
655,Karnataka, Bijapur , Jirankalgi,Masjid, Temple materials used.
656,Karnataka, Bijapur , Kalleeri,Masjid near the village Chawdi, Kešavadeva Temple materials used.
657,Karnataka, Bijapur , Mamdapur,Jãmi‘ Masjid, Temple site.
658,Karnataka, Bijapur , Mamdapur,Mazãr of Kamãl Sãhib, Temple site.
659,Karnataka, Bijapur , Mamdapur,Mazãr of Sadle Sãhib of Makka, Temple site.
660,Karnataka, Bijapur , Naltvad,Masjid (1315), Temple materials used.
661,Karnataka, Bijapur , Pirapur,Dargãh, Temple site.
662,Karnataka, Bijapur , Salvadigi,Masjid, Temple materials used.
663,Karnataka, Bijapur , Sarur,Masjid, Temple materials used.
664,Karnataka, Bijapur , Segaon,Dargãh, Temple site.
665,Karnataka, Bijapur , Takli,Masjid, Temple materials used.
666,Karnataka, Bijapur , Talikota,Jãmi‘ Masjid, Jain Temple materials used.
667,Karnataka, Bijapur , Talikota,PãNch Pîr-kî-Masjid and Ganji-i-Shahîdãn, Temple site.
668,Karnataka, Bijapur , Utagi,Masjid (1323), Temple site.
669,Karnataka, Chickmanglur ,Baba Budan,Mazãr of Dãdã Hayãt Mîr Qalandar, Dattãtreya Temple site.
670,Karnataka, Chitaldurg ,Harihar,Masjid on top of Harîharešvara Temple,
671,Karnataka, Dharwad , Alnavar,Jãmi‘ Masjid, Jain Temple materials used.
672,Karnataka, Dharwad , Bankapur,Masjid (1538-39), Temple site.
673,Karnataka, Dharwad , Bankapur,Jãmi‘ Masjid (1602-03), Temple site.
674,Karnataka, Dharwad , Bankapur,Graveyard with a Masjid, Temple site.
675,Karnataka, Dharwad , Bankapur,Dongar-kî-Masjid, Temple site.
676,Karnataka, Dharwad , Bankapur,Dargãh of Shãh Alãu’d-Dîn-Qãdirî, Temple site.
677,Karnataka, Dharwad , Bankapur,Fort (1590-91)," Temple materials used,"
678,Karnataka, Dharwad , Balur,Masjid, Temple materials used.
679,Karnataka, Dharwad , Dambal,Mazãr of Shãh Abdu’llãh Walî, Temple materials used.
680,Karnataka, Dharwad , Dandapur,Jãmi‘ Masjid, Temple materials used.
681,Karnataka, Dharwad , Dharwad,Masjid on Mailarling Hill, Converted Jain Temple.
682,Karnataka, Dharwad , Hangal,Jãmi‘ Masjid, Temple site.
683,Karnataka, Dharwad , Hangal,Masjid in the Fort, Temple site.
684,Karnataka, Dharwad , Hubli,17 Masjids built by Aurangzeb in 1675 and after Temple sites,
685,Karnataka, Dharwad , Hulgur,Dargãh of Sayyid Shãh Qãdirî, Temple site.
686,Karnataka, Dharwad , Hulgur,Masjid near the above Dargãh, Temple site.
687,Karnataka, Dharwad , Lakshmeshwar,Kãlî Masjid, Temple site.
688,Karnataka, Dharwad , Misrikot,Jãmi‘ Masjid (1585-86), Temple site.
689,Karnataka, Dharwad , Mogha,Jãmi‘ Masjid, Ãdityadeva Temple materials used.
690,Karnataka, Dharwad , Ranebennur,"Qalã, Masjid (1742)", Temple site.
691,Karnataka, Dharwad , Savanur,Jãmi‘ Masjid reconstructed in 1847-48, Temple site.
692,Karnataka, Dharwad , Savanur,Dargãh of Khairu’llãh Shãh Bãdshãh, Temple site.
693,Karnataka, Dharwad , Savanur,Dargãh and Masjid of Shãh Kamãl, Temple site.
694,Karnataka, Gulbarga , Chincholi,Dargãh, Temple site.
695,Karnataka, Gulbarga , Dornhalli,Masjid, Temple site.
696,Karnataka, Gulbarga , Firozabad,Jãmi‘ Masjid (1406), Temple site.
697,Karnataka, Gulbarga , Firozabad,Dargãh of Shãh Khalîfatu’r-Rahmãn Qãdirî (d, 1421). Temple site.
698,Karnataka, Gulbarga , Gobur,Dargãh, Ratnarãya Jinãlaya Temple materials used.
699,Karnataka, Gulbarga , Gogi,Araba’a Masjid (1338), Temple site.
700,Karnataka, Gulbarga , Gogi,"Dargãh of Pîr Chandã, Husainî (1454)", Temple site.
701,Karnataka, Gulbarga , Gogi,Chillã of Shãh Habîbu’llãh (1535-36), Temple site.
702,Karnataka, Gulbarga ,Gulbarga,Kalãn Masjid in Mahalla Mominpura (1373),
703,Karnataka, Gulbarga ,Gulbarga,Masjid in Shah Bazar (1379),
704,Karnataka, Gulbarga ,Gulbarga,Jãmi‘ Masjid in the Fort (1367),
705,Karnataka, Gulbarga ,Gulbarga,Masjid-i-Langar in the Mazãr of Hãjî Zaida,
706,Karnataka, Gulbarga ,Gulbarga,Masjid near the Farman Talab (1353-54),
707,Karnataka, Gulbarga ,Gulbarga,"Dargãh of Sayyid Muhammad Husainî Bandã, Nawãz Gesû Darãz Chishtî,",
708,Karnataka, Gulbarga ,Gulbarga,Mazãr of Shykh Muhammad Sirãju’d-Dîn Junaidî,
709,Karnataka, Gulbarga ,Gulbarga,Mazãr of Hãjî Zaida of Maragh (1434),
710,Karnataka, Gulbarga ,Gulbarga,Mazãr of Sayyid Husainu’d-Dîn Tigh-i-Barhna (naked sword),
711,Karnataka, Gulbarga ,Gulbarga,Fort Walls and Gates,
712,Karnataka, Gulbarga , Gulsharam,Dargãh and Masjid of Shãh Jalãl Husainî (1553), Temple site.
713,Karnataka, Gulbarga , Malkhed,Dargãh of Sayyid Ja‘far Husainî in the Fort, Temple site.
714,Karnataka, Gulbarga , Sagar,"Dargãh of Sûfî Sarmast Chishtî, disciple of Nîzãmu’d-Dîn Awlîya of Delhi",
715,Karnataka, Gulbarga , Sagar,Dargãh of Munawwar Bãdshãh, Temple site.
716,Karnataka, Gulbarga , Sagar,Ãshur Khãna Masjid (1390-91), Temple site.
717,Karnataka, Gulbarga , Sagar,Fort (1411-12), Temple materials used.
718,Karnataka, Gulbarga , Seram,Jãmi‘ Masjid, Temple materials used.
719,Karnataka, Gulbarga , Shah Bazar,Jãmi‘ Masjid, Temple site.
720,Karnataka, Gulbarga , Shahpur,Dargãh of Mûsã Qãdirî (1667-68), Temple site.
721,Karnataka, Gulbarga , Shahpur,Dargãh of Muhammad Qãdirî (1627), Temple site.
722,Karnataka, Gulbarga , Shahpur,Dargãh of IbrAhIm Qãdirî, Temple site.
723,Karnataka, Gulbarga , Yadgir,Ãthãn Masjid (1573), Temple site.
724,Karnataka, Gulbarga , Yadgir,Jãmi‘ Masjid, Temple site.
725,Karnataka, Kolar , Mulbagal,Dargãh of Hyder Walî, Temple site.
726,Karnataka, Kolar , Nandi,Masjid east of the village, Temple site.
727,Karnataka, Mandya , Pandavapur,Masjid-i-Ala, Temple site.
728,Karnataka, Mandya , Srirangapatnam,Jãmi‘ Masjid built by Tîpû Sultãn (1787), Stands on the site of the
729,Karnataka, Mysore ,Tonnur,Mazãr said to be that of Sayyid Sãlãr Mas’ûd (1358), Temple materials used.
730,Karnataka, North Kanara , Bhatkal,Jãmi‘ Masjid (1447-48), Temple site.
731,Karnataka, North Kanara , Haliyal,Masjid in the Fort, Temple materials used.
732,Karnataka, Raichur , Jaladurga,Dargãh of Muhammad Sarwar, Temple site.
733,Karnataka, Raichur , Kallur,Two Masjids, Temple sites.
734,Karnataka, Raichur , Koppal,Jãmi‘ Masjid, Temple site.
735,Karnataka, Raichur , Koppal,Araboñ-kî-Masjid, Temple site.
736,Karnataka, Raichur , Koppal,Dargãh of Sailãnî Pãshã, Temple site.
737,Karnataka, Raichur , Manvi,Masjid (1406-07), Temple materials used.
738,Karnataka, Raichur , Mudgal,Masjid at Kati Darwaza of the Fort, Temple materials used.
739,Karnataka, Raichur , Mudgal,Naî Masjid (1583-84), Temple site.
740,Karnataka, Raichur , Mudgal,Two Ashur Khãnas built by Ali I Adil Shah, Temple site.
741,Karnataka, Raichur , Mudgal,Fort (1588), Temple materials used.
742,Karnataka, Raichur , Raichur,Yak Mînãr Masjid in the Fort (1503), Temple site.
743,Karnataka, Raichur , Raichur,Daftarî Masjid in the Fort (1498-99), Temple materials used.
744,Karnataka, Raichur , Raichur,Hazãr Baig Masjid (1511-12), Temple site
745,Karnataka, Raichur , Raichur,Jãmi‘ Masjid in the Fort (1622-23), Temple materials used.
746,Karnataka, Raichur , Raichur,Jãmi‘ Masjid in Sarafa Bazar (1628-29), Temple site.
747,Karnataka, Raichur , Raichur,Kãlî Masjid in the Fort, Temple materials used.
748,Karnataka, Raichur , Raichur,Masjid inside the Naurangi, Temple materials used.
749,Karnataka, Raichur , Raichur,Chowk-kî-Masjid, Temple site.
750,Karnataka, Raichur , Raichur,Jahãniyã Masjid (1700-01), Temple site.
751,Karnataka, Raichur , Raichur,Dargãh of Shãh Mîr Hasan and Mîr Husain, Temple materials used.
752,Karnataka, Raichur , Raichur,Dargãh of Sayyid Abdul Husainî at Sikandari Gate, Temple site.
753,Karnataka, Raichur , Raichur,Pãñch Bîbî Dargãh at Bala Hissar, Temple materials used.
754,Karnataka, Raichur , Raichur,Mazãr of Pîr Sailãnî Shãh in the Fort, Temple materials used.
755,Karnataka, Raichur , Raichur,Fort, Temple materials used.
756,Karnataka, Raichur , Sindhanur,Ãlamgîrî Masjid near the Gumbad, Temple site.
757,Karnataka, Raichur , Tawagera,Dargãh of Bandã Nawãz, Temple site.
758,Karnataka, Shimoga , Almel,Mazãr of Ghãlib Shãh, Temple site.
759,Karnataka, Shimoga , Basavpatna,Masjid near the Fort, Temple site.
760,Karnataka, Shimoga , Nagar,Masjid built by Tîpû Sultãn, Temple materials used.
761,Karnataka, Shimoga , Sante Bennur,Randhullã Khãn-kî-Masjid (1637), Materials of the Rañganãtha
762,Karnataka," Tumkur District,", Sira,Ibrãhîm Rauza with many Mazãrs and a Jãmi‘ Masjid, Converted temples.
763,Karnataka," Tumkur District,", Sira,Dargãh of Malik Rihãn, Temple site.
764,Karnataka," Tumkur District,", Sirol,Jãmi‘ Masjid (1696), Temple site.
765,Kashmir,Kashmir, Amburher,Ziãrat of Farrukhzãd Sãhib, Temple materials used.
766,Kashmir,Kashmir, Badgam,Ziãrat of Abban Shãh in Ghagarpur, Temple site.
767,Kashmir,Kashmir, Badgam,Ziãrat of Sayyid Swãlia Shãh in Narbai, Temple site.
768,Kashmir,Kashmir, Bijbehra,Masjid, Temple site.
769,Kashmir,Kashmir, Bumzu,Ziãrat of Bãbã Bãmdîn, Converted Bhîmakešava. Temple.
770,Kashmir,Kashmir, Bumzu,Ziãrat of Ruknu’d-Dîn Rishî, Converted temple.
771,Kashmir,Kashmir, Bumzu,Ziãrat farther up the valley, Converted temple.
772,Kashmir,Kashmir, Gulmarg,Ziãrat of Bãbã Imãm Dîn Rishî, Temple materials used.
773,Kashmir,Kashmir, Gupkar,Ziãrat of Jyesther and other monuments, Temple materials used.
774,Kashmir,Kashmir, Hutmar,Jãmi‘ Masjid, Temple materials used.
775,Kashmir,Kashmir, Khonmuh,Several Ziãrats, Temple materials used.
776,Kashmir,Kashmir, Kitshom,Two Masjids, Stand amidst temple ruins.
777,Kashmir,Kashmir, Loduv,Ziãrat, Temple materials used.
778,Kashmir,Kashmir, Lohar,Ziãrat of Sayyid Chãnan Ghãzî, Temple site.
779,Kashmir,Kashmir, Lokbavan,Garden Pavilion, Temple materials from Lokabhavana Tîrtha used.
780,Kashmir,Kashmir, Marsus,Ziãrat of Shãh Abdu’llãh, Temple site.
781,Kashmir,Kashmir, Pampor,Ziãrat of Mîr Muhammad Hamadãni, VishNusvãmin Temple materials used.
782,Kashmir,Kashmir, Pampor,Several other Ziãrats, Temple materials used.
783,Kashmir,Kashmir, Pandrethan,Masjid, Meruvardhanaswãmin Temple materials used.
784,Kashmir,Kashmir, Sangar,Ziãrat, Temple materials used.
785,Kashmir,Kashmir, Sar,Ziãrat of Khwãja Khîzr, Temple materials used.
786,Kashmir,Kashmir, Shalmar Garden,Pavilion on the 4th terrace, Temple materials used.
787,Kashmir,Kashmir, Srinagar,Ziãrat of Bahãu’d-Dîn SAhib, Jayasvãmin Temple converted.
788,Kashmir,Kashmir, Srinagar,Graveyard and its Gate below the 4th Bridge,
789,Kashmir,Kashmir, Srinagar,Dargãh and Masjid of Shãh-i-Hamadãnî in Kalashpura, On the site of the Kãlî
790,Kashmir,Kashmir, Srinagar,Nau or Patthar-kî-Masjid built by Nûr Jahãn,
791,Kashmir,Kashmir, Srinagar,Graveyard near the Nau Masjid,
792,Kashmir,Kashmir, Srinagar,Ziãrat of Malik Sãhib in Didd Mar, On the site of Diddã Matha.
793,Kashmir,Kashmir, Srinagar,Masjid and Madrasa and Graveyard near Vicharnag, On the site and from
794,Kashmir,Kashmir, Srinagar,Madnî Sãhib-kî-Masjid at Zadibal,
795,Kashmir,Kashmir, Srinagar,Ziãrat south-west of Madnî Sãhib-kî-Masjid,
796,Kashmir,Kashmir, Srinagar,Jãmi‘ Masjid originally built by Sikandar Butshikan and reconstructed in later,
797,Kashmir,Kashmir, Srinagar,Ziãrat named Nûr Pirastãn, NarendrasãAmin Temple converted.
798,Kashmir,Kashmir, Srinagar,Maqbara of Sultãn Zain’ul-Abidin,
799,Kashmir,Kashmir, Srinagar,"Maqbara of Zainu’l-Ãbidin’s mother, queen of Sikandar Butshikan",
800,Kashmir,Kashmir, Srinagar,"Ziãrat of Pîr Hãjî Muhammad Sãhib, south-west of the Jãmi‘ Masjid", VishNu
801,Kashmir,Kashmir, Srinagar,Ziãrats of Makhdûm Sãhib and Akhun Mulla on Hari Parbat, Bhîmasvamin
802,Kashmir,Kashmir, Srinagar,Masjid of Akhun Mulla built by Dãrã Shikoh,
803,Kashmir,Kashmir, Srinagar,Ziãrat of Pîr Muhammad Basûr in Khandbavan, On the site of Skandabhavana
804,Kashmir,Kashmir, Srinagar,Graveyard north-east of Khandbavan,
805,Kashmir,Kashmir, Srinagar,Dargãh of Pîr Dastgîr,
806,Kashmir,Kashmir, Srinagar,Dargãh of Naqshbandî,
807,Kashmir,Kashmir, Srinagar,Ramparts and Kathi Gate of the Fort built by Akbar,
808,Kashmir,Kashmir, Srinagar,Stone embankments on both sides and for several miles of the Jhelum river as,
809,Kashmir,Kashmir, Srinagar,Astãna of MIr Shamsu’d-Dîn Syed Muhammad Irãqî,
810,Kashmir,Kashmir, Sudarbal,Ziãrat of Hazrat Bãl, Temple site.
811,Kashmir,Kashmir, Tapar,Bund from Naidkhai to Sopor built by Zainu’l-Ãbidin, Materials from
812,Kashmir,Kashmir, Theda,Ziãrat near Dampor, Temple materials used.
813,Kashmir,Kashmir, Vernag,Stone enclosure built by Jahãngîr, Temple materials used.
814,Kashmir,Kashmir, Wular Lake,"Suna Lanka, pleasure haunt built by Zainu’l-Ãbidîn in the midst of the Lake",
815,Kashmir,Kashmir, Wular Lake,Dargãh of Shukru’d-DIn on the western shore, Temple site.
816,Kashmir,Kashmir, Zukur,Several Ziãrats and Maqbaras, Temple materials used.
817,Kerala,Kozhikode District,Kollam,Jãmi‘ Masjid, Temple materials used.
818,Kerala,Palghat District,Palghat,Fort built by Tipu Sultan, Temple materials used.
819,Lakshadweep,Lakshadweep, Kalpeni,Muhiu’d-Dîn-Pallî Masjid, Temple site.
820,Lakshadweep,Lakshadweep, Kavarati,Prot-Pallî Masjid, Temple site.
821,Madhya Pradesh, Betul , Pattan,Dargãh of Sulaimãn Shãh, Temple site.
822,Madhya Pradesh, Betul , Umri,Dargãh of Rahmãn Shãh, Temple site.
823,Madhya Pradesh, Bhopal , Berasia,Masjid (1716), Temple site.
824,Madhya Pradesh, Bhopal , Bhopal,Jãmi‘ Masjid built by Qudsia Begum, SabhãmaNDala Temple site.
825,Madhya Pradesh, Bilaspur ,Khimlasa,Dargãh of Pãñch Pîr, Temple site.
826,Madhya Pradesh, Bilaspur ,Khimlasa,Nagînã Mahal, Temple site.
827,Madhya Pradesh, Bilaspur ,Khimlasa,Idgãh, Temple site.
828,Madhya Pradesh, Bilaspur ,Khimlasa,Masjid with three domes, Temple site.
829,Madhya Pradesh, Damoh ,Khimlasa,Dargãh of Ghãzî Miãn, Temple site.
830,Madhya Pradesh, Damoh ,Khimlasa,Fort, Temple materials used.
831,Madhya Pradesh, Dewas , Dewas,Masjid (1562), Temple site.
832,Madhya Pradesh, Dewas , Dewas,Masjid (1705), Temple site.
833,Madhya Pradesh, Dewas , Dewas,Masjid (1707), Temple site.
834,Madhya Pradesh, Dewas , Gandhawal,Graveyard inside the village, Jain Temple materials used.
835,Madhya Pradesh, Dewas , Sarangpur,Madrasa (1493), Temple site.
836,Madhya Pradesh, Dewas , Sarangpur,Jãmi‘ Masjid (1640), Temple site.
837,Madhya Pradesh, Dewas , Sarangpur,Pîr Jãn-kî-Bhãtî Masjid, Temple site.
838,Madhya Pradesh, Dewas , Sarangpur,Fort, Temple materials used.
839,Madhya Pradesh, Dewas , Unchod,Idgãh (1681), Temple site.
840,Madhya Pradesh, Dhar , Dhar,Kamãl Maulã Masjid, Temple materials used.
841,Madhya Pradesh, Dhar , Dhar,Lãt Masjid (1405), Jain Temple materials used.
842,Madhya Pradesh, Dhar , Dhar,Mazãr of Abdu’llãh Shãh Changãl, Temple site.
843,Madhya Pradesh, Dhar ,Mandu,Jãmi‘ Masjid (1454),
844,Madhya Pradesh, Dhar ,Mandu,Dilãwar Khãn-kî-Masjid (1405),
845,Madhya Pradesh, Dhar ,Mandu,ChhoTî Jãmi‘ Masjid,
846,Madhya Pradesh, Dhar ,Mandu,Pahredãroñ-kî-Masjid (1417),
847,Madhya Pradesh, Dhar ,Mandu,Malik Mughîs-kî-Masjid,
848,Madhya Pradesh, Dhar ,Mandu,Maqbara of Hushãng Shãh,
849,Madhya Pradesh, Dhar ,Mandu,Jahãz Mahal,
850,Madhya Pradesh, Dhar ,Mandu,Tawîl Mahal,
851,Madhya Pradesh, Dhar ,Mandu,Nãhar Jharokhã,
852,Madhya Pradesh, Dhar ,Mandu,Hindolã Mahal,
853,Madhya Pradesh, Dhar ,Mandu,Rupmatî Pavilion,
854,Madhya Pradesh, Dhar ,Mandu,Ashrafî Mahal,
855,Madhya Pradesh, Dhar ,Mandu,Dãî-kî-Chhotî Bahen-kã-Mahal,
856,Madhya Pradesh, Dhar ,Mandu,Bãz Bahãdur-kã-Mahal,
857,Madhya Pradesh, Dhar ,Mandu,Nîlkanth Mahal,
858,Madhya Pradesh, Dhar ,Mandu,Chhappan Mahal,
859,Madhya Pradesh, Dhar ,Mandu,Fort and Gates,
860,Madhya Pradesh, Dhar ,Mandu,Gadã-Shãh-kã-Mahal,
861,Madhya Pradesh, Dhar ,Mandu,Hammãm Complex,
862,Madhya Pradesh, Dholpur ,Bari,Masjid (1346 or 1351), Temple site.
863,Madhya Pradesh, East Nimar , Bhadgaon,Jãmi‘ Masjid (1328), Temple site.
864,Madhya Pradesh, East Nimar , Jhiri,Masjid (1581), Temple site.
865,Madhya Pradesh, East Nimar , Khandwa,Masjid (1619-20), Temple site.
866,Madhya Pradesh, Guna , Chanderi,Masjid (1392),
867,Madhya Pradesh, Guna , Chanderi,Motî Masjid,
868,Madhya Pradesh, Guna , Chanderi,Jãmi‘ Masjid,
869,Madhya Pradesh, Guna , Chanderi,PãñchmûhñDã Masjid,
870,Madhya Pradesh, Guna , Chanderi,Qurbãni Chabûtrã,
871,Madhya Pradesh, Guna , Chanderi,Dargãh of Mewã Shãh,
872,Madhya Pradesh, Guna , Chanderi,Mazãr known as BaDã Madrasa,
873,Madhya Pradesh, Guna , Chanderi,Mazãr known as ChhoTã Madrasa,
874,Madhya Pradesh, Guna , Chanderi,Rãjã-kã-Maqbara,
875,Madhya Pradesh, Guna , Chanderi,Rãnî-kã-Maqbara,
876,Madhya Pradesh, Guna , Chanderi,Battîsî BãoDî Masjid (1488),
877,Madhya Pradesh, Guna , Chanderi,Hãthîpur-kî-Masjid (1691),
878,Madhya Pradesh, Guna , Chanderi,Mazãr of Shykh Burhanu’d-Dîn,
879,Madhya Pradesh, Guna , Chanderi,Fort,
880,Madhya Pradesh, Guna , Chanderi,Kushk Mahal,
881,Madhya Pradesh, Guna , Chanderi,Idgãh (1495),
882,Madhya Pradesh, Guna , Pipari,Masjid (1451), Temple site.
883,Madhya Pradesh, Guna , Shadoragaon,Jãmi‘ Masjid (1621-22), Temple site.
884,Madhya Pradesh, Gwalior , Gwalior,Dargãh of Muhammad Ghaus, Temple site.
885,Madhya Pradesh, Gwalior , Gwalior,Jãmi‘ Masjid near Gûjarî Mahal, Temple site.
886,Madhya Pradesh, Gwalior , Gwalior,Masjid near Ganesh Gate, Gawãlîpã Temple site.
887,Madhya Pradesh, Gwalior , Gwalior,Graveyards on east and west of the Fort, Temple sites.
888,Madhya Pradesh, Gwalior , Jajao,"Lãl Patthar-kî-Masjid, Temple materials used",
889,Madhya Pradesh, Gwalior , Mundrail,Several Masjids (1504), Temple sites.
890,Madhya Pradesh, Gwalior , Sipri,Several Masjids and Mazãrs, Temple materials used.
891,Madhya Pradesh, Indore , Depalpur,Masjid (1670), Temple site.
892,Madhya Pradesh, Indore , Maheshwar,ShãhI Masjid, Temple site.
893,Madhya Pradesh, Indore , Maheshwar,Fort, Temple materials used.
894,Madhya Pradesh, Indore , Mehdipur,Mazãr of Godãr Shãh, Temple site.
895,Madhya Pradesh, Indore , Mehdipur,Fort, Temple materials used.
896,Madhya Pradesh, Indore , Sanwar,Masjid (1674), Temple site.
897,Madhya Pradesh, Mandsaur , Kayampur,Masjid (1676), Temple site.
898,Madhya Pradesh, Mandsaur , Kayampur,Idgãh (1701-02), Temple site.
899,Madhya Pradesh, Mandsaur , Mandsaur,Jãmi‘ Masjid, Temple materials used.
900,Madhya Pradesh, Mandsaur , Mandsaur,Fort, Temple materials used.
901,Madhya Pradesh, Mandsaur , Rampura,Pãdshãhî BãoDi, Temple materials used.
902,Madhya Pradesh, Morena ,Alapur,Masjid (1561-62), Temple site.
903,Madhya Pradesh, Morena ,Alapur,Masjid (1586-87), Temple site.
904,Madhya Pradesh, Morena ,Alapur,Masjid (1697-98), Temple site.
905,Madhya Pradesh, Panna , Ajaigarh,Fort, Temple materials used.
906,Madhya Pradesh, Panna , Nachna,Masjid, Converted temple.
907,Madhya Pradesh, Rajgarh ,Khujner,Mazãr of Dãwal Shãh, Temple materials used.
908,Madhya Pradesh, Ratlam ,Barauda,Masjid (1452-56), Temple site.
909,Madhya Pradesh, Sagar , Dhamoni,Dargãh of Bãl Jatî Shãh (1671), Temple site.
910,Madhya Pradesh, Sagar , Kanjia,Khãn Sãhib-kî-Masjid (1594-95), Temple site.
911,Madhya Pradesh, Sagar , Kanjia,Idgãh (1640), Temple site.
912,Madhya Pradesh, Sagar , Kanjia,Alamgîrî Masjid (1703), Temple site.
913,Madhya Pradesh, Sagar , Kanjia,Qalã-kî-Masjid (1643), Temple site.
914,Madhya Pradesh, Sagar , Khimlasa,Pãñch Pîr, Temple site.
915,Madhya Pradesh, Shajapur ,Agartal,Masjid, Temple site.
916,Madhya Pradesh, Shivpuri , Narod,Zanzãrî Masjid, Temple site.
917,Madhya Pradesh, Shivpuri , Narwar,Dargãh of Shãh Madãr, Temple site.
918,Madhya Pradesh, Shivpuri , Narwar,Jãmi‘ Masjid (1509), Temple materials used.
919,Madhya Pradesh, Shivpuri , Narwar,Masjid inside Havapaur Gate (1509), Temple site.
920,Madhya Pradesh, Shivpuri , Pawaya,Fort, Temple materials used.
921,Madhya Pradesh, Shivpuri , Pawaya,Several other Muslim monuments, Temple materials used.
922,Madhya Pradesh, Shivpuri , Ranod,Masjid (1331-32), Temple site.
923,Madhya Pradesh, Shivpuri , Ranod,Masjid (1441), Temple site.
924,Madhya Pradesh, Shivpuri , Ranod,Masjid (1633), Temple site.
925,Madhya Pradesh, Shivpuri , Ranod,Masjid (1640), Temple site.
926,Madhya Pradesh, Shivpuri , Shivpuri,Jãmi‘ Masjid (1440), Temple site.
927,Madhya Pradesh, Ujjain , Barnagar,Masjid (1418), Temple site.
928,Madhya Pradesh, Ujjain , Ujjain,Jãmi‘ Masjid known as Binã-nîv-kî-Masjid (1403-04), Temple site.
929,Madhya Pradesh, Ujjain , Ujjain,Masjid unearthed near Chaubis Khamba Gate, Temple materials used.
930,Madhya Pradesh, Ujjain , Ujjain,MochI Masjid, Converted temple.
931,Madhya Pradesh, Vidisha , Basoda,Masjid (1720-21), Temple site.
932,Madhya Pradesh, Vidisha , Bhonrasa,Qalandarî Masjid, Temple materials used.
933,Madhya Pradesh, Vidisha , Bhonrasa,Jãgîrdãr-kî-Masjid (1683), Temple site.
934,Madhya Pradesh, Vidisha , Bhonrasa,BaDî Masjid in Bada Bagh (1685), Temple site.
935,Madhya Pradesh, Vidisha , Bhonrasa,Bandi Bagh-kî-Masjid, Temple site.
936,Madhya Pradesh, Vidisha , Bhonrasa,Bãrã-Khambã Masjid, Temple site.
937,Madhya Pradesh, Vidisha , Bhonrasa,Ek-Khambã Masjid, Temple site.
938,Madhya Pradesh, Vidisha , Bhonrasa,Binã-nîv-kî-Masjid, Temple site.
939,Madhya Pradesh, Vidisha , Bhonrasa,Graveyard in Bandi Bagh, Amidst temple ruins.
940,Madhya Pradesh, Vidisha , Bhonrasa,Idgãh, Temple site.
941,Madhya Pradesh, Vidisha , Bhonrasa,Fort (1594), Temple materials used.
942,Madhya Pradesh, Vidisha , Parasari,Masjid (1694-95), Temple site.
943,Madhya Pradesh, Vidisha , Renkla,Masjid, (1647-48). Temple site.
944,Madhya Pradesh, Vidisha , Shamsabad,Masjid (1641), Temple site.
945,Madhya Pradesh, Vidisha , Sironj,Ãlamgîrî Masjid (1662-63), Temple site.
946,Madhya Pradesh, Vidisha , Sironj,Masjid in Mahalla Rakabganj (1657-58), Temple site.
947,Madhya Pradesh, Vidisha , Sironj,DargAh of Shykh Sãhib (d, 1657). Temple site.
948,Madhya Pradesh, Vidisha , Tal,Masjid (1644-45), Temple site.
949,Madhya Pradesh, Vidisha , Udaypur,Masjid (1336), Temple materials used.
950,Madhya Pradesh, Vidisha , Udaypur,Masjid built by Aurangzeb, Temple materials used.
951,Madhya Pradesh, Vidisha , Udaypur,Motî Masjid (1488-89), Temple site.
